date,daily_deaths
2022-03-31,-512.0
2022-04-01,12.0
2022-04-02,-96.0
2022-04-03,-16.0
2022-04-04,138.0
2022-04-05,25.0
2022-04-06,362.0
2022-04-07,-377.0
2022-04-08,20.0
2022-04-09,-157.0
2022-04-10,-4.0
2022-04-11,84.0
2022-04-12,92.0
2022-04-13,365.0
2022-04-14,-429.0
2022-04-15,231.0
2022-04-16,-347.0
2022-04-17,3.0
2022-04-18,52.0
2022-04-19,75.0
2022-04-20,10.0
2022-04-21,-66.0
2022-04-22,99.0
2022-04-23,-134.0
2022-04-24,-41.0
2022-04-25,108.0
2022-04-26,34.0
2022-04-27,110.0
2022-04-28,-179.0
2022-04-29,134.0
2022-04-30,-210.0
2022-05-01,3.0
2022-05-02,49.0
2022-05-03,309.0
2022-05-04,24.0
2022-05-05,-334.0
2022-05-06,116.0
2022-05-07,-166.0
2022-05-08,1.0
2022-05-09,49.0
2022-05-10,90.0
2022-05-11,-23.0
2022-05-12,-85.0
2022-05-13,158.0
2022-05-14,-187.0
2022-05-15,-4.0
2022-05-16,62.0
2022-05-17,45.0
2022-05-18,13.0
2022-05-19,-70.0
2022-05-20,115.0
2022-05-21,-160.0
2022-05-22,1.0
2022-05-23,45.0
2022-05-24,76.0
2022-05-25,37.0
2022-05-26,-112.0
2022-05-27,156.0
2022-05-28,-206.0
2022-05-29,-1.0
2022-05-30,4.0
2022-05-31,65.0
2022-06-01,83.0
2022-06-02,-93.0
2022-06-03,107.0
2022-06-04,-164.0
2022-06-05,-3.0
2022-06-06,68.0
2022-06-07,35.0
2022-06-08,56.0
2022-06-09,-123.0
2022-06-10,140.0
2022-06-11,-172.0
2022-06-12,-1.0
2022-06-13,44.0
2022-06-14,45.0
2022-06-15,31.0
2022-06-16,-61.0
2022-06-17,88.0
2022-06-18,-145.0
2022-06-19,-5.0
2022-06-20,15.0
2022-06-21,78.0
2022-06-22,91.0
2022-06-23,-116.0
2022-06-24,103.0
2022-06-25,-163.0
2022-06-26,-7.0
2022-06-27,49.0
2022-06-28,77.0
2022-06-29,59.0
2022-06-30,-132.0
2022-07-01,125.0
2022-07-02,-179.0
2022-07-03,0.0
2022-07-04,22.0
2022-07-05,37.0
2022-07-06,176.0
2022-07-07,-170.0
2022-07-08,157.0
2022-07-09,-222.0
2022-07-10,0.0
2022-07-11,110.0
2022-07-12,18.0
2022-07-13,97.0
2022-07-14,-131.0
